,Duration,Distance,PLong,PLatd,DLong,DLatd,Haversine,Pmonth,Pday,Phour,Pmin,PDweek,Dmonth,Dday,Dhour,Dmin,DDweek,Temp,Precip,Wind,Humid,Solar,Snow,GroundTemp,Dust
72,3,790,37.552746,126.918617,37.557499,126.923805,0.698910078,1,1,0,24,0,1,1,0,27,0,-3.2,0,0.5,40,0,0,-2.2,25
73,11,1920,37.511944,127.091217,37.505463,127.077347,1.41990059,1,1,0,24,0,1,1,0,36,0,-3.2,0,0.5,40,0,0,-2.2,25
74,13,2580,37.503117,126.880386,37.494995,126.858253,2.151282353,1,1,0,24,0,1,1,0,38,0,-3.2,0,0.5,40,0,0,-2.2,25
75,18,3650,37.542751,126.842621,37.546532,126.862549,1.806539886,1,1,0,24,0,1,1,0,43,0,-3.2,0,0.5,40,0,0,-2.2,25
76,34,4110,37.509121,127.062309,37.489342,127.041298,2.876225807,1,1,0,24,0,1,1,1,0,0,-3.2,0,0.5,40,0,0,-2.2,25
77,51,12250,37.53186,127.067192,37.582592,127.028976,6.570448879,1,1,0,24,0,1,1,1,17,0,-3.2,0,0.5,40,0,0,-2.2,25
78,11,1690,37.568878,126.97747,37.55978,126.968506,1.283624584,1,1,0,25,0,1,1,0,37,0,-3.2,0,0.5,40,0,0,-2.2,25
79,18,1450,37.639862,127.022789,37.643551,127.022346,0.412049013,1,1,0,25,0,1,1,0,44,0,-3.2,0,0.5,40,0,0,-2.2,25
80,22,4010,37.520451,127.104202,37.539501,127.083,2.82534092,1,1,0,25,0,1,1,0,50,0,-3.2,0,0.5,40,0,0,-2.2,25
81,11,1750,37.568878,126.97747,37.55978,126.968506,1.283624584,1,1,0,25,0,1,1,0,37,0,-3.2,0,0.5,40,0,0,-2.2,25
82,15,3560,37.56134,126.9804,37.536758,126.970001,2.883040179,1,1,0,25,0,1,1,0,41,0,-3.2,0,0.5,40,0,0,-2.2,25
83,26,2670,37.569889,126.976456,37.555367,126.968643,1.75549192,1,1,0,26,0,1,1,0,52,0,-3.2,0,0.5,40,0,0,-2.2,25
84,22,4090,37.520451,127.104202,37.539501,127.083,2.82534092,1,1,0,26,0,1,1,0,49,0,-3.2,0,0.5,40,0,0,-2.2,25
85,21,3360,37.520451,127.104202,37.539501,127.083,2.82534092,1,1,0,26,0,1,1,0,49,0,-3.2,0,0.5,40,0,0,-2.2,25
86,10,1880,37.491032,126.892151,37.503117,126.880386,1.697952557,1,1,0,26,0,1,1,0,37,0,-3.2,0,0.5,40,0,0,-2.2,25
87,40,6940,37.566223,126.983589,37.53841,126.986649,3.104411009,1,1,0,27,0,1,1,1,8,0,-3.2,0,0.5,40,0,0,-2.2,25
88,22,2620,37.569889,126.976456,37.555367,126.968643,1.75549192,1,1,0,27,0,1,1,0,52,0,-3.2,0,0.5,40,0,0,-2.2,25
89,7,1110,37.510509,127.093369,37.508339,127.088142,0.52037622,1,1,0,27,0,1,1,0,35,0,-3.2,0,0.5,40,0,0,-2.2,25
90,5,1240,37.548405,127.069366,37.548203,127.057114,1.080368475,1,1,0,28,0,1,1,0,34,0,-3.2,0,0.5,40,0,0,-2.2,25
91,9,2070,37.513248,126.939972,37.499855,126.929565,1.74943857,1,1,0,28,0,1,1,0,38,0,-3.2,0,0.5,40,0,0,-2.2,25
92,30,1670,37.569889,126.976456,37.562138,126.963776,1.411332293,1,1,0,28,0,1,1,0,59,0,-3.2,0,0.5,40,0,0,-2.2,25
93,8,1860,37.491032,126.892151,37.503117,126.880386,1.697952557,1,1,0,29,0,1,1,0,37,0,-3.2,0,0.5,40,0,0,-2.2,25
95,9,1680,37.520294,126.901192,37.527084,126.89138,1.148394155,1,1,0,29,0,1,1,0,38,0,-3.2,0,0.5,40,0,0,-2.2,25
96,7,1140,37.529301,127.035599,37.523613,127.040176,0.750294557,1,1,0,29,0,1,1,0,37,0,-3.2,0,0.5,40,0,0,-2.2,25
97,68,8550,37.569889,126.976456,37.617802,126.921967,7.171612768,1,1,0,29,0,1,1,1,38,0,-3.2,0,0.5,40,0,0,-2.2,25
98,9,1990,37.539272,126.945915,37.550411,126.943848,1.251936296,1,1,0,29,0,1,1,0,39,0,-3.2,0,0.5,40,0,0,-2.2,25
99,7,1290,37.572582,126.978355,37.576332,126.96859,0.956279315,1,1,0,30,0,1,1,0,38,0,-3.2,0,0.5,40,0,0,-2.2,25
100,9,1860,37.534718,126.900002,37.544666,126.888359,1.509119969,1,1,0,30,0,1,1,0,39,0,-3.2,0,0.5,40,0,0,-2.2,25
101,61,6520,37.510429,127.071373,37.485157,127.034073,4.327213192,1,1,0,30,0,1,1,1,31,0,-3.2,0,0.5,40,0,0,-2.2,25
102,19,2900,37.53186,127.067192,37.536667,127.073593,0.777350236,1,1,0,30,0,1,1,0,51,0,-3.2,0,0.5,40,0,0,-2.2,25
103,16,3790,37.551224,127.089706,37.532688,127.067497,2.842952025,1,1,0,30,0,1,1,0,48,0,-3.2,0,0.5,40,0,0,-2.2,25
104,2,640,37.524612,126.927834,37.523491,126.932899,0.463741494,1,1,0,30,0,1,1,0,34,0,-3.2,0,0.5,40,0,0,-2.2,25
105,49,4970,37.513126,127.10096,37.540089,127.073746,3.840358244,1,1,0,31,0,1,1,1,21,0,-3.2,0,0.5,40,0,0,-2.2,25
106,16,3120,37.482159,127.002701,37.48399,127.03418,2.785063757,1,1,0,31,0,1,1,0,48,0,-3.2,0,0.5,40,0,0,-2.2,25
107,29,3530,37.513126,127.10096,37.508968,127.125839,2.242603595,1,1,0,31,0,1,1,1,1,0,-3.2,0,0.5,40,0,0,-2.2,25
108,49,4910,37.513126,127.10096,37.540089,127.073746,3.840358244,1,1,0,31,0,1,1,1,21,0,-3.2,0,0.5,40,0,0,-2.2,25
109,32,4220,37.513126,127.10096,37.52829,127.126801,2.834943673,1,1,0,32,0,1,1,1,5,0,-3.2,0,0.5,40,0,0,-2.2,25
110,32,4950,37.516571,127.131538,37.546631,127.155884,3.972569669,1,1,0,32,0,1,1,1,5,0,-3.2,0,0.5,40,0,0,-2.2,25
111,7,950,37.510509,127.093369,37.5042,127.087532,0.870193666,1,1,0,32,0,1,1,0,40,0,-3.2,0,0.5,40,0,0,-2.2,25
112,73,10330,37.564476,126.986969,37.565166,126.919395,5.956490045,1,1,0,32,0,1,1,1,50,0,-3.2,0,0.5,40,0,0,-2.2,25
113,23,2740,37.518509,126.978798,37.530148,126.968483,1.581909225,1,1,0,32,0,1,1,0,57,0,-3.2,0,0.5,40,0,0,-2.2,25
114,16,1680,37.513126,127.10096,37.511982,127.085052,1.408874387,1,1,0,32,0,1,1,0,49,0,-3.2,0,0.5,40,0,0,-2.2,25
115,4,940,37.579784,127.002533,37.574036,127.006721,0.738055488,1,1,0,32,0,1,1,0,37,0,-3.2,0,0.5,40,0,0,-2.2,25
116,55,1930,37.522041,126.965523,37.533512,126.972275,1.407647844,1,1,0,33,0,1,1,1,29,0,-3.2,0,0.5,40,0,0,-2.2,25
117,26,3710,37.513126,127.10096,37.508968,127.125839,2.242603595,1,1,0,33,0,1,1,1,0,0,-3.2,0,0.5,40,0,0,-2.2,25
118,30,4260,37.513126,127.10096,37.536026,127.122726,3.188802623,1,1,0,33,0,1,1,1,4,0,-3.2,0,0.5,40,0,0,-2.2,25
119,11,2090,37.524681,127.135406,37.508968,127.125839,1.940284623,1,1,0,33,0,1,1,0,45,0,-3.2,0,0.5,40,0,0,-2.2,25
120,27,5120,37.581097,126.924026,37.552956,126.934341,3.258536295,1,1,0,33,0,1,1,1,1,0,-3.2,0,0.5,40,0,0,-2.2,25
121,41,4400,37.507233,127.056854,37.496914,127.024963,3.038248163,1,1,0,34,0,1,1,1,16,0,-3.2,0,0.5,40,0,0,-2.2,25
122,16,3160,37.561096,127.036797,37.582592,127.028976,2.487649544,1,1,0,34,0,1,1,0,51,0,-3.2,0,0.5,40,0,0,-2.2,25
123,22,2730,37.518509,126.978798,37.530148,126.968483,1.581909225,1,1,0,34,0,1,1,0,57,0,-3.2,0,0.5,40,0,0,-2.2,25
124,28,3740,37.557968,126.838287,37.52906,126.84848,3.33768689,1,1,0,35,0,1,1,1,3,0,-3.2,0,0.5,40,0,0,-2.2,25
125,26,3680,37.557968,126.838287,37.52906,126.84848,3.33768689,1,1,0,35,0,1,1,1,3,0,-3.2,0,0.5,40,0,0,-2.2,25
126,39,3970,37.507233,127.056854,37.496914,127.024963,3.038248163,1,1,0,35,0,1,1,1,16,0,-3.2,0,0.5,40,0,0,-2.2,25
127,27,6380,37.518509,126.978798,37.499855,126.929565,4.812595512,1,1,0,35,0,1,1,1,3,0,-3.2,0,0.5,40,0,0,-2.2,25
128,3,810,37.479916,126.90284,37.482883,126.901039,0.366195964,1,1,0,35,0,1,1,0,39,0,-3.2,0,0.5,40,0,0,-2.2,25
129,37,8340,37.548222,127.067879,37.614738,127.076363,7.433940525,1,1,0,35,0,1,1,1,15,0,-3.2,0,0.5,40,0,0,-2.2,25
130,4,1090,37.54483,127.104263,37.540062,127.094498,1.011099394,1,1,0,35,0,1,1,0,40,0,-3.2,0,0.5,40,0,0,-2.2,25
131,13,2890,37.545399,127.142601,37.526825,127.130028,2.344066357,1,1,0,36,0,1,1,0,50,0,-3.2,0,0.5,40,0,0,-2.2,25
132,45,7940,37.514088,127.09903,37.465061,127.101196,5.45490976,1,1,0,36,0,1,1,1,23,0,-3.2,0,0.5,40,0,0,-2.2,25
133,3,980,37.52977,127.07486,37.536667,127.073593,0.775007327,1,1,0,36,0,1,1,0,40,0,-3.2,0,0.5,40,0,0,-2.2,25
134,30,3690,37.508339,127.088142,37.502396,127.0588,2.671306065,1,1,0,36,0,1,1,1,7,0,-3.2,0,0.5,40,0,0,-2.2,25
135,10,1430,37.604752,127.022758,37.610569,127.033508,1.146786163,1,1,0,36,0,1,1,0,47,0,-3.2,0,0.5,40,0,0,-2.2,25
136,29,3640,37.508339,127.088142,37.502396,127.0588,2.671306065,1,1,0,37,0,1,1,1,7,0,-3.2,0,0.5,40,0,0,-2.2,25
137,8,1650,37.53508,126.985382,37.536758,126.970001,1.368987397,1,1,0,37,0,1,1,0,46,0,-3.2,0,0.5,40,0,0,-2.2,25
138,10,750,37.556953,126.946342,37.557201,126.955666,0.822368535,1,1,0,37,0,1,1,0,48,0,-3.2,0,0.5,40,0,0,-2.2,25
139,8,1670,37.53508,126.985382,37.536758,126.970001,1.368987397,1,1,0,37,0,1,1,0,46,0,-3.2,0,0.5,40,0,0,-2.2,25
140,2,10,37.57597,126.983063,37.57597,126.983063,0,1,1,0,37,0,1,1,0,40,0,-3.2,0,0.5,40,0,0,-2.2,25
141,4,690,37.519314,126.933167,37.522675,126.93779,0.553083226,1,1,0,38,0,1,1,0,42,0,-3.2,0,0.5,40,0,0,-2.2,25
142,2,560,37.554951,126.910835,37.558949,126.907753,0.520999315,1,1,0,38,0,1,1,0,41,0,-3.2,0,0.5,40,0,0,-2.2,25
143,12,1200,37.526825,127.130028,37.534771,127.135239,0.995901584,1,1,0,38,0,1,1,0,50,0,-3.2,0,0.5,40,0,0,-2.2,25
144,9,1840,37.543579,126.951324,37.557201,126.955666,1.562316992,1,1,0,38,0,1,1,0,48,0,-3.2,0,0.5,40,0,0,-2.2,25
145,6,2580,37.550629,126.914986,37.560909,126.905495,1.4165499,1,1,0,38,0,1,1,0,45,0,-3.2,0,0.5,40,0,0,-2.2,25
146,29,3440,37.586388,126.935127,37.557499,126.923805,3.363722559,1,1,0,38,0,1,1,1,9,0,-3.2,0,0.5,40,0,0,-2.2,25
147,10,1230,37.526825,127.130028,37.534771,127.135239,0.995901584,1,1,0,39,0,1,1,0,50,0,-3.2,0,0.5,40,0,0,-2.2,25
148,47,4300,37.509121,127.062309,37.514748,127.035133,2.47731926,1,1,0,39,0,1,1,1,27,0,-3.2,0,0.5,40,0,0,-2.2,25
149,9,1930,37.572113,126.977577,37.585079,126.970619,1.566726713,1,1,0,39,0,1,1,0,49,0,-3.2,0,0.5,40,0,0,-2.2,25
150,15,3410,37.484558,127.01487,37.506199,127.003944,2.592251628,1,1,0,39,0,1,1,0,56,0,-3.2,0,0.5,40,0,0,-2.2,25
151,44,4160,37.509121,127.062309,37.514748,127.035133,2.47731926,1,1,0,39,0,1,1,1,27,0,-3.2,0,0.5,40,0,0,-2.2,25
152,15,3300,37.484558,127.01487,37.506199,127.003944,2.592251628,1,1,0,39,0,1,1,0,56,0,-3.2,0,0.5,40,0,0,-2.2,25
153,36,5090,37.57597,126.983063,37.555496,126.93634,4.705523106,1,1,0,40,0,1,1,1,19,0,-3.2,0,0.5,40,0,0,-2.2,25
154,12,21390,37.475182,127.001389,37.478069,126.982033,1.737967533,1,1,0,41,0,1,1,0,54,0,-3.2,0,0.5,40,0,0,-2.2,25
155,10,1310,37.559795,127.074203,37.54707,127.074272,1.41497047,1,1,0,41,0,1,1,0,52,0,-3.2,0,0.5,40,0,0,-2.2,25
157,12,2050,37.475182,127.001389,37.478069,126.982033,1.737967533,1,1,0,41,0,1,1,0,54,0,-3.2,0,0.5,40,0,0,-2.2,25
158,13,2260,37.544159,127.056656,37.53701,127.082245,2.392104485,1,1,0,42,0,1,1,0,56,0,-3.2,0,0.5,40,0,0,-2.2,25
159,30,4970,37.520077,127.112366,37.535999,127.147697,3.583517421,1,1,0,42,0,1,1,1,14,0,-3.2,0,0.5,40,0,0,-2.2,25
160,9,970,37.563858,127.030319,37.561096,127.036797,0.648347198,1,1,0,42,0,1,1,0,52,0,-3.2,0,0.5,40,0,0,-2.2,25
161,43,1940,37.548222,127.067879,37.548222,127.067879,0,1,1,0,43,0,1,1,1,26,0,-3.2,0,0.5,40,0,0,-2.2,25
162,44,5140,37.514088,127.09903,37.540089,127.073746,3.651077095,1,1,0,43,0,1,1,1,28,0,-3.2,0,0.5,40,0,0,-2.2,25
163,20,3670,37.513248,126.939972,37.496513,126.914803,2.896894408,1,1,0,43,0,1,1,1,5,0,-3.2,0,0.5,40,0,0,-2.2,25
164,4,900,37.556953,126.946342,37.557201,126.955666,0.822368535,1,1,0,44,0,1,1,0,48,0,-3.2,0,0.5,40,0,0,-2.2,25
165,17,2320,37.556953,126.946342,37.557499,126.923805,1.987549061,1,1,0,44,0,1,1,1,2,0,-3.2,0,0.5,40,0,0,-2.2,25
166,17,1360,37.618286,127.024048,37.624157,127.018623,0.808995812,1,1,0,44,0,1,1,1,2,0,-3.2,0,0.5,40,0,0,-2.2,25
167,42,6450,37.510429,127.071373,37.485157,127.034073,4.327213192,1,1,0,44,0,1,1,1,29,0,-3.2,0,0.5,40,0,0,-2.2,25
168,18,2350,37.520077,127.112366,37.508968,127.125839,1.7140531,1,1,0,44,0,1,1,1,3,0,-3.2,0,0.5,40,0,0,-2.2,25
169,9,1880,37.565269,126.946243,37.55114,126.936989,1.770220877,1,1,0,44,0,1,1,0,54,0,-3.2,0,0.5,40,0,0,-2.2,25
170,17,2480,37.57,126.9711,37.557201,126.955666,1.968779535,1,1,0,45,0,1,1,1,2,0,-3.2,0,0.5,40,0,0,-2.2,25
171,33,6450,37.545399,127.142601,37.499413,127.112869,5.746506485,1,1,0,45,0,1,1,1,20,0,-3.2,0,0.5,40,0,0,-2.2,25
172,16,2520,37.57,126.9711,37.557201,126.955666,1.968779535,1,1,0,45,0,1,1,1,2,0,-3.2,0,0.5,40,0,0,-2.2,25
173,24,3410,37.513962,127.121674,37.533764,127.138031,2.632321258,1,1,0,45,0,1,1,1,10,0,-3.2,0,0.5,40,0,0,-2.2,25
174,19,2450,37.513962,127.121674,37.501652,127.128181,1.484278923,1,1,0,45,0,1,1,1,6,0,-3.2,0,0.5,40,0,0,-2.2,25
175,41,4780,37.514088,127.09903,37.540089,127.073746,3.651077095,1,1,0,46,0,1,1,1,28,0,-3.2,0,0.5,40,0,0,-2.2,25
176,18,3320,37.566383,126.987206,37.565331,127.007843,1.82268469,1,1,0,46,0,1,1,1,5,0,-3.2,0,0.5,40,0,0,-2.2,25
177,15,2130,37.53701,127.082245,37.551849,127.088982,1.753673802,1,1,0,47,0,1,1,1,3,0,-3.2,0,0.5,40,0,0,-2.2,25
178,10,1700,37.600975,126.926956,37.586994,126.922882,1.59551829,1,1,0,47,0,1,1,0,58,0,-3.2,0,0.5,40,0,0,-2.2,25
179,29,4820,37.514088,127.09903,37.53186,127.067192,3.433493553,1,1,0,47,0,1,1,1,18,0,-3.2,0,0.5,40,0,0,-2.2,25
180,8,920,37.52829,127.126801,37.530773,127.120926,0.587048587,1,1,0,47,0,1,1,0,57,0,-3.2,0,0.5,40,0,0,-2.2,25
